Environment activated: /hpchome/giorgio24/Log-Anomaly-Detection-via-LLMs/conda_venv
Starting fine tuning BERT model..
Loaded data..
Prepared datasets..
Tokenized data..
Loaded BERT..
12.1
<function is_available at 0x7f295c9b87c0>
Using device: cuda
Starting training BERT..
{'loss': 0.3342, 'grad_norm': 1.814407467842102, 'learning_rate': 9.999652210204154e-06, 'epoch': 0.0}
{'loss': 0.0001, 'grad_norm': 0.0007607157458551228, 'learning_rate': 5.025562549994784e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0003432405646890402, 'learning_rate': 5.025214760198937e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0005405581905506551, 'learning_rate': 5.024866970403088e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0005541211576201022, 'learning_rate': 5.024519180607241e-06, 'epoch': 4.98}
{'loss': 0.0001, 'grad_norm': 0.0020079552195966244, 'learning_rate': 5.024171390811394e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0005062408745288849, 'learning_rate': 5.023823601015546e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.00033933724625967443, 'learning_rate': 5.023475811219699e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.00032083841506391764, 'learning_rate': 5.023128021423852e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.00038627575850114226, 'learning_rate': 5.022780231628005e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0004405069921631366, 'learning_rate': 5.022432441832157e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0005215044948272407, 'learning_rate': 5.02208465203631e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0005797437042929232, 'learning_rate': 5.021736862240463e-06, 'epoch': 4.98}
{'loss': 0.0001, 'grad_norm': 0.0004282044537831098, 'learning_rate': 5.0213890724446144e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.00036476721288636327, 'learning_rate': 5.0210412826487674e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0003654180618468672, 'learning_rate': 5.02069349285292e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.00035286956699565053, 'learning_rate': 5.0203457030570726e-06, 'epoch': 4.98}
{'loss': 0.0001, 'grad_norm': 0.0003810303460340947, 'learning_rate': 5.0199979132612255e-06, 'epoch': 4.98}
{'loss': 0.0269, 'grad_norm': 0.0003286305000074208, 'learning_rate': 5.0196501234653785e-06, 'epoch': 4.98}
{'loss': 0.0002, 'grad_norm': 0.0004011121636722237, 'learning_rate': 5.01930233366953e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.000295842532068491, 'learning_rate': 5.018954543873683e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.00042444709106348455, 'learning_rate': 5.018606754077836e-06, 'epoch': 4.98}
{'loss': 0.0004, 'grad_norm': 0.00043347961036488414, 'learning_rate': 5.018258964281988e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0018734647892415524, 'learning_rate': 5.017911174486141e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0014239188749343157, 'learning_rate': 5.017563384690294e-06, 'epoch': 4.98}
{'loss': 0.0002, 'grad_norm': 0.0004294454411137849, 'learning_rate': 5.017215594894447e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.00034684338606894016, 'learning_rate': 5.016867805098598e-06, 'epoch': 4.98}
{'loss': 0.0, 'grad_norm': 0.0003712665638886392, 'learning_rate': 5.016520015302751e-06, 'epoch': 4.99}
{'loss': 0.0002, 'grad_norm': 0.044979434460401535, 'learning_rate': 5.016172225506904e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.001147089060395956, 'learning_rate': 5.015824435711056e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.000392260670196265, 'learning_rate': 5.015476645915209e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0002922337152995169, 'learning_rate': 5.015128856119362e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0003707282885443419, 'learning_rate': 5.0147810663235145e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0003132499405182898, 'learning_rate': 5.0144332765276674e-06, 'epoch': 4.99}
{'loss': 0.0229, 'grad_norm': 0.00036461377749219537, 'learning_rate': 5.0140854867318204e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0019920198246836662, 'learning_rate': 5.013737696935972e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0003064100455958396, 'learning_rate': 5.013389907140125e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0004271756624802947, 'learning_rate': 5.013042117344278e-06, 'epoch': 4.99}
{'loss': 0.0172, 'grad_norm': 0.0005118349799886346, 'learning_rate': 5.01269432754843e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.00033037926186807454, 'learning_rate': 5.012346537752583e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0010898157488554716, 'learning_rate': 5.011998747956736e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.001058310503140092, 'learning_rate': 5.011650958160887e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.000519147259183228, 'learning_rate': 5.01130316836504e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.000330088339978829, 'learning_rate': 5.010955378569193e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0006326243747025728, 'learning_rate': 5.010607588773346e-06, 'epoch': 4.99}
{'loss': 0.0006, 'grad_norm': 0.0003166508686263114, 'learning_rate': 5.010259798977498e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.00043670201557688415, 'learning_rate': 5.009912009181651e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0029166247695684433, 'learning_rate': 5.009564219385804e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.00046349811600521207, 'learning_rate': 5.0092164295899555e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0004081171937286854, 'learning_rate': 5.0088686397941085e-06, 'epoch': 4.99}
{'loss': 0.0006, 'grad_norm': 0.0003781295963563025, 'learning_rate': 5.0085208499982615e-06, 'epoch': 4.99}
{'loss': 0.0004, 'grad_norm': 0.000308748974930495, 'learning_rate': 5.008173060202414e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0009899585274979472, 'learning_rate': 5.007825270406567e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.00048267917009070516, 'learning_rate': 5.00747748061072e-06, 'epoch': 4.99}
{'loss': 0.0004, 'grad_norm': 0.000328556343447417, 'learning_rate': 5.007129690814872e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0009309629676863551, 'learning_rate': 5.006781901019025e-06, 'epoch': 4.99}
{'loss': 0.0, 'grad_norm': 0.0007438346510753036, 'learning_rate': 5.006434111223178e-06, 'epoch': 5.0}
{'loss': 0.0003, 'grad_norm': 0.000886663212440908, 'learning_rate': 5.006086321427329e-06, 'epoch': 5.0}
{'loss': 0.0187, 'grad_norm': 0.00037675813655368984, 'learning_rate': 5.005738531631482e-06, 'epoch': 5.0}
{'loss': 0.0003, 'grad_norm': 0.0009874525712803006, 'learning_rate': 5.005390741835635e-06, 'epoch': 5.0}
{'loss': 0.0006, 'grad_norm': 0.00035373802529647946, 'learning_rate': 5.005042952039788e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00032240484142675996, 'learning_rate': 5.00469516224394e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00039902888238430023, 'learning_rate': 5.004347372448093e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.0008513585198670626, 'learning_rate': 5.003999582652246e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00033331496524624527, 'learning_rate': 5.003651792856397e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00048293935833498836, 'learning_rate': 5.00330400306055e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00029071743483655155, 'learning_rate': 5.002956213264703e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00032603988074697554, 'learning_rate': 5.0026084234688555e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.0007694217492826283, 'learning_rate': 5.0022606336730085e-06, 'epoch': 5.0}
{'loss': 0.0007, 'grad_norm': 0.0008137522381730378, 'learning_rate': 5.0019128438771615e-06, 'epoch': 5.0}
{'eval_loss': 0.0009358340175822377, 'eval_accuracy': 0.9998000226061402, 'eval_f1': 0.9965397923875432, 'eval_precision': 0.9936993699369937, 'eval_recall': 0.9993964996982498, 'eval_runtime': 56.2751, 'eval_samples_per_second': 2043.763, 'eval_steps_per_second': 127.747, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.0004389667010400444, 'learning_rate': 5.001565054081313e-06, 'epoch': 5.0}
{'loss': 0.0005, 'grad_norm': 0.00039439264219254255, 'learning_rate': 5.001217264285466e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.000304593238979578, 'learning_rate': 5.000869474489619e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.0007333091925829649, 'learning_rate': 5.000521684693771e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00034272612538188696, 'learning_rate': 5.000173894897924e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00039937408291734755, 'learning_rate': 4.999826105102077e-06, 'epoch': 5.0}
{'loss': 0.0207, 'grad_norm': 0.0002895763027481735, 'learning_rate': 4.999478315306229e-06, 'epoch': 5.0}
{'loss': 0.0167, 'grad_norm': 0.000317154626827687, 'learning_rate': 4.999130525510382e-06, 'epoch': 5.0}
{'loss': 0.0004, 'grad_norm': 0.0003249427245464176, 'learning_rate': 4.998782735714535e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.00034196823253296316, 'learning_rate': 4.998434945918687e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.0009028079803101718, 'learning_rate': 4.99808715612284e-06, 'epoch': 5.0}
{'loss': 0.0005, 'grad_norm': 0.0003728648298420012, 'learning_rate': 4.997739366326992e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.000314438424538821, 'learning_rate': 4.9973915765311444e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.0008455576607957482, 'learning_rate': 4.9970437867352974e-06, 'epoch': 5.0}
{'loss': 0.0, 'grad_norm': 0.0003363496798556298, 'learning_rate': 4.99669599693945e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0015134703135117888, 'learning_rate': 4.9963482071436026e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.000696050759870559, 'learning_rate': 4.9960004173477556e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.00036334421020001173, 'learning_rate': 4.995652627551908e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0003084359341301024, 'learning_rate': 4.995304837756061e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0003202708321623504, 'learning_rate': 4.994957047960214e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0007757528219372034, 'learning_rate': 4.994609258164366e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0008653486729599535, 'learning_rate': 4.994261468368519e-06, 'epoch': 5.01}
{'loss': 0.0004, 'grad_norm': 0.00029990196344442666, 'learning_rate': 4.993913678572671e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.00039498438127338886, 'learning_rate': 4.993565888776823e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0003895024419762194, 'learning_rate': 4.993218098980976e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.00034502489143051207, 'learning_rate': 4.992870309185129e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.001018656650558114, 'learning_rate': 4.992522519389282e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0003503535408526659, 'learning_rate': 4.992174729593434e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0002962964354082942, 'learning_rate': 4.991826939797586e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.00086400838335976, 'learning_rate': 4.991479150001739e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.00041051299194805324, 'learning_rate': 4.991131360205892e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.000793728104326874, 'learning_rate': 4.9907835704100445e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0006808452890254557, 'learning_rate': 4.9904357806141974e-06, 'epoch': 5.01}
{'loss': 0.0002, 'grad_norm': 0.00034962419886142015, 'learning_rate': 4.99008799081835e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0006436890107579529, 'learning_rate': 4.989740201022503e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.00030857897945679724, 'learning_rate': 4.989392411226655e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.000308875780319795, 'learning_rate': 4.989044621430808e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0006130191613920033, 'learning_rate': 4.988696831634961e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0003063229378312826, 'learning_rate': 4.988349041839113e-06, 'epoch': 5.01}
{'loss': 0.0007, 'grad_norm': 0.0003640479117166251, 'learning_rate': 4.988001252043265e-06, 'epoch': 5.01}
{'loss': 0.0006, 'grad_norm': 0.00033914032974280417, 'learning_rate': 4.987653462247418e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.00028661967371590436, 'learning_rate': 4.987305672451571e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.000343532272381708, 'learning_rate': 4.986957882655724e-06, 'epoch': 5.01}
{'loss': 0.0, 'grad_norm': 0.0002942378050647676, 'learning_rate': 4.986610092859876e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0006533378618769348, 'learning_rate': 4.986262303064028e-06, 'epoch': 5.02}
{'loss': 0.0001, 'grad_norm': 0.0003012603265233338, 'learning_rate': 4.985914513268181e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0002888660819735378, 'learning_rate': 4.985566723472333e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0011966917663812637, 'learning_rate': 4.985218933676486e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00029158187680877745, 'learning_rate': 4.984871143880639e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0003027950006071478, 'learning_rate': 4.9845233540847915e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00028642392135225236, 'learning_rate': 4.9841755642889445e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0003087441436946392, 'learning_rate': 4.983827774493097e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0003016566042788327, 'learning_rate': 4.98347998469725e-06, 'epoch': 5.02}
{'loss': 0.0004, 'grad_norm': 0.00030072801746428013, 'learning_rate': 4.983132194901403e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00031485306681133807, 'learning_rate': 4.982784405105555e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0002803840907290578, 'learning_rate': 4.982436615309707e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0003676495107356459, 'learning_rate': 4.98208882551386e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0002523884759284556, 'learning_rate': 4.981741035718012e-06, 'epoch': 5.02}
{'loss': 0.0004, 'grad_norm': 0.0007633325294591486, 'learning_rate': 4.981393245922165e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0002639630693010986, 'learning_rate': 4.981045456126318e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00029673133394680917, 'learning_rate': 4.98069766633047e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0002623078762553632, 'learning_rate': 4.980349876534623e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00026327211526222527, 'learning_rate': 4.980002086738775e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0006906200433149934, 'learning_rate': 4.979654296942928e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.001081189257092774, 'learning_rate': 4.979306507147081e-06, 'epoch': 5.02}
{'loss': 0.0004, 'grad_norm': 0.00027789646992459893, 'learning_rate': 4.978958717351233e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00026243526372127235, 'learning_rate': 4.9786109275553855e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00027443229919299483, 'learning_rate': 4.9782631377595385e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00058832170907408, 'learning_rate': 4.977915347963691e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00026323599740862846, 'learning_rate': 4.977567558167844e-06, 'epoch': 5.02}
{'loss': 0.0006, 'grad_norm': 0.00027350825257599354, 'learning_rate': 4.977219768371997e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.0003057544818148017, 'learning_rate': 4.976871978576149e-06, 'epoch': 5.02}
{'loss': 0.0, 'grad_norm': 0.00025853043189272285, 'learning_rate': 4.976524188780302e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.00028230799944140017, 'learning_rate': 4.976176398984454e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.00025628230650909245, 'learning_rate': 4.975828609188607e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0003157992905471474, 'learning_rate': 4.97548081939276e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0016213849885389209, 'learning_rate': 4.975133029596912e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.00026887599960900843, 'learning_rate': 4.974785239801065e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.00025672296760603786, 'learning_rate': 4.974437450005217e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0006306958966888487, 'learning_rate': 4.974089660209369e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0005870835739187896, 'learning_rate': 4.973741870413522e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0002703837235458195, 'learning_rate': 4.973394080617675e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.00028222001856192946, 'learning_rate': 4.9730462908218274e-06, 'epoch': 5.03}
{'loss': 0.049, 'grad_norm': 0.000287538772681728, 'learning_rate': 4.97269850102598e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.023951290175318718, 'learning_rate': 4.9723507112301326e-06, 'epoch': 5.03}
{'loss': 0.0001, 'grad_norm': 0.0060988860204815865, 'learning_rate': 4.9720029214342856e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0003297802177257836, 'learning_rate': 4.9716551316384385e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0003167891991324723, 'learning_rate': 4.971307341842591e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0002891382318921387, 'learning_rate': 4.970959552046744e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0002666739746928215, 'learning_rate': 4.970611762250896e-06, 'epoch': 5.03}
{'loss': 0.0623, 'grad_norm': 0.00029001350048929453, 'learning_rate': 4.970263972455048e-06, 'epoch': 5.03}
{'loss': 0.0001, 'grad_norm': 0.00032980958349071443, 'learning_rate': 4.969916182659201e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0005580197321251035, 'learning_rate': 4.969568392863354e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0006022995803505182, 'learning_rate': 4.969220603067507e-06, 'epoch': 5.03}
{'loss': 0.0001, 'grad_norm': 0.000509435310959816, 'learning_rate': 4.968872813271659e-06, 'epoch': 5.03}
{'loss': 0.0002, 'grad_norm': 0.014105236157774925, 'learning_rate': 4.968525023475811e-06, 'epoch': 5.03}
{'loss': 0.0004, 'grad_norm': 0.00035698796273209155, 'learning_rate': 4.968177233679964e-06, 'epoch': 5.03}
{'loss': 0.0004, 'grad_norm': 0.0003205584653187543, 'learning_rate': 4.967829443884117e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.0003860410361085087, 'learning_rate': 4.967481654088269e-06, 'epoch': 5.03}
{'loss': 0.0003, 'grad_norm': 0.0003337770467624068, 'learning_rate': 4.967133864292422e-06, 'epoch': 5.03}
{'loss': 0.0, 'grad_norm': 0.00035927497083321214, 'learning_rate': 4.9667860744965745e-06, 'epoch': 5.03}
{'loss': 0.0002, 'grad_norm': 0.0003223169769626111, 'learning_rate': 4.9664382847007275e-06, 'epoch': 5.04}
{'loss': 0.0003, 'grad_norm': 0.00038224863237701356, 'learning_rate': 4.96609049490488e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.001197191420942545, 'learning_rate': 4.965742705109033e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.0002856945793610066, 'learning_rate': 4.9653949153131856e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.0018714178586378694, 'learning_rate': 4.965047125517338e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.0003077592118643224, 'learning_rate': 4.96469933572149e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.00030923433951102197, 'learning_rate': 4.964351545925643e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.0003103542549069971, 'learning_rate': 4.964003756129796e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.0003559235483407974, 'learning_rate': 4.963655966333949e-06, 'epoch': 5.04}
{'loss': 0.0455, 'grad_norm': 0.0002726952952798456, 'learning_rate': 4.963308176538101e-06, 'epoch': 5.04}
{'loss': 0.0001, 'grad_norm': 0.0003013453970197588, 'learning_rate': 4.962960386742253e-06, 'epoch': 5.04}
{'loss': 0.0005, 'grad_norm': 0.0002728624385781586, 'learning_rate': 4.962612596946406e-06, 'epoch': 5.04}
{'loss': 0.0003, 'grad_norm': 0.00030220570624805987, 'learning_rate': 4.962264807150558e-06, 'epoch': 5.04}
{'loss': 0.0005, 'grad_norm': 0.00039378891233354807, 'learning_rate': 4.961917017354711e-06, 'epoch': 5.04}
{'loss': 0.0004, 'grad_norm': 0.0002527936885599047, 'learning_rate': 4.961569227558864e-06, 'epoch': 5.04}
{'loss': 0.0001, 'grad_norm': 0.0002802888920996338, 'learning_rate': 4.961221437763016e-06, 'epoch': 5.04}
{'loss': 0.0001, 'grad_norm': 0.0002631104434840381, 'learning_rate': 4.960873647967169e-06, 'epoch': 5.04}
{'loss': 0.0001, 'grad_norm': 0.0002643261104822159, 'learning_rate': 4.9605258581713215e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.0002968668413814157, 'learning_rate': 4.9601780683754745e-06, 'epoch': 5.04}
{'loss': 0.0001, 'grad_norm': 0.00031215709168463945, 'learning_rate': 4.9598302785796275e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.0002745242090895772, 'learning_rate': 4.95948248878378e-06, 'epoch': 5.04}
{'loss': 0.0001, 'grad_norm': 0.0003102700866293162, 'learning_rate': 4.959134698987932e-06, 'epoch': 5.04}
{'loss': 0.0001, 'grad_norm': 0.005604537203907967, 'learning_rate': 4.958786909192085e-06, 'epoch': 5.04}
{'loss': 0.0003, 'grad_norm': 0.0003151613927911967, 'learning_rate': 4.958439119396237e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.0002573438105173409, 'learning_rate': 4.95809132960039e-06, 'epoch': 5.04}
{'loss': 0.0, 'grad_norm': 0.00027319713262841105, 'learning_rate': 4.957743539804543e-06, 'epoch': 5.04}
{'loss': 0.0002, 'grad_norm': 0.005715357139706612, 'learning_rate': 4.957395750008695e-06, 'epoch': 5.04}
{'loss': 0.0002, 'grad_norm': 0.00025846698554232717, 'learning_rate': 4.957047960212848e-06, 'epoch': 5.04}
{'loss': 0.0004, 'grad_norm': 0.06702204793691635, 'learning_rate': 4.956700170417e-06, 'epoch': 5.05}
{'loss': 0.0001, 'grad_norm': 0.0002531922946218401, 'learning_rate': 4.956352380621153e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.00024392904015257955, 'learning_rate': 4.956004590825306e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.0002631846582517028, 'learning_rate': 4.955656801029458e-06, 'epoch': 5.05}
{'loss': 0.0003, 'grad_norm': 0.00397105049341917, 'learning_rate': 4.955309011233611e-06, 'epoch': 5.05}
{'loss': 0.0002, 'grad_norm': 0.0002664218482095748, 'learning_rate': 4.954961221437763e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.000273320620181039, 'learning_rate': 4.9546134316419155e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.00026821173378266394, 'learning_rate': 4.9542656418460685e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.0002970460045617074, 'learning_rate': 4.9539178520502215e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.0002318083425052464, 'learning_rate': 4.953570062254374e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.000224734510993585, 'learning_rate': 4.953222272458527e-06, 'epoch': 5.05}
{'loss': 0.0266, 'grad_norm': 0.000248033000389114, 'learning_rate': 4.952874482662679e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.0002405563573120162, 'learning_rate': 4.952526692866832e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.0002489527687430382, 'learning_rate': 4.952178903070985e-06, 'epoch': 5.05}
{'loss': 0.0001, 'grad_norm': 0.0064428080804646015, 'learning_rate': 4.951831113275137e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.00026152271311730146, 'learning_rate': 4.95148332347929e-06, 'epoch': 5.05}
{'loss': 0.0001, 'grad_norm': 0.00029021556838415563, 'learning_rate': 4.951135533683442e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.0002607086207717657, 'learning_rate': 4.950787743887594e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.00027594363200478256, 'learning_rate': 4.950439954091747e-06, 'epoch': 5.05}
{'loss': 0.0002, 'grad_norm': 0.0002442963304929435, 'learning_rate': 4.9500921642959e-06, 'epoch': 5.05}
{'loss': 0.0225, 'grad_norm': 1.975184440612793, 'learning_rate': 4.949744374500052e-06, 'epoch': 5.05}
{'loss': 0.0001, 'grad_norm': 0.0002625501365400851, 'learning_rate': 4.949396584704205e-06, 'epoch': 5.05}
{'loss': 0.0003, 'grad_norm': 0.0002753322187345475, 'learning_rate': 4.9490487949083574e-06, 'epoch': 5.05}
{'loss': 0.0, 'grad_norm': 0.00024315391783602536, 'learning_rate': 4.94870100511251e-06, 'epoch': 5.05}
